0,1024,1024,-0.0003742755427126876,203.96906924247742,-0.0003121451009064913,0.44947218894958496
1,1024,1024,-0.00025171978656307766,203.96906924247742,-0.00010228670726064593,0.44947218894958496
2,1024,1024,0.0004883206249656752,203.96906924247742,0.0006152724236017093,0.44947218894958496
3,1024,1024,0.0004883206249656752,203.96906924247742,0.0006152724236017093,0.44947218894958496
4,1024,1024,0.002730000475838347,203.96906924247742,0.002935557145974599,0.44947218894958496
0,1024,1024,-0.0006396851849600482,202.2199158668518,-0.0007506230031140149,0.5755836963653564
1,1024,1024,-0.0005403103003634541,202.2199158668518,-0.0005324757512426004,0.5755836963653564
2,1024,1024,0.00011403528476674237,202.2199158668518,0.0003375271480763331,0.5755836963653564
3,1024,1024,0.00011403528476674237,202.2199158668518,0.0003375271480763331,0.5755836963653564
4,1024,1024,0.002350157150495493,202.2199158668518,0.002676506308489479,0.5755836963653564
0,1024,1024,-0.0005645123121869322,196.52332162857056,-0.00031266704900190234,0.42196035385131836
1,1024,1024,-0.0004135179184183999,196.52332162857056,-6.762691191397607e-05,0.42196035385131836
2,1024,1024,0.0003136284750885615,196.52332162857056,0.0006619819032493979,0.42196035385131836
3,1024,1024,0.0003136284750885615,196.52332162857056,0.0006619819032493979,0.42196035385131836
4,1024,1024,0.0025994113706895557,196.52332162857056,0.0028190465236548334,0.42196035385131836
0,1024,1024,-0.0004426522753907258,200.81009936332703,-0.0006887307390570641,0.40941476821899414
1,1024,1024,-0.0002999946676090239,200.81009936332703,-0.0005026172584621236,0.40941476821899414
2,1024,1024,0.0004838918171649008,200.81009936332703,0.00018369291501585394,0.40941476821899414
3,1024,1024,0.0004838918171649008,200.81009936332703,0.00018369291501585394,0.40941476821899414
4,1024,1024,0.0027815934900059904,200.81009936332703,0.0023534721840405837,0.40941476821899414
0,1024,1024,-0.000311079260956193,198.5389862060547,-0.00047730677761137486,0.42682647705078125
1,1024,1024,-0.0001576142025393299,198.5389862060547,-0.0002409554144833237,0.42682647705078125
2,1024,1024,0.0004904085100040931,198.5389862060547,0.00045812377356924117,0.42682647705078125
3,1024,1024,0.0004904085100040931,198.5389862060547,0.00045812377356924117,0.42682647705078125
4,1024,1024,0.0027269423964104782,198.5389862060547,0.002700737357372418,0.42682647705078125
