0,1024,1024,0.0019734605857315915,160.89651489257812,0.0023556058295071125,0.384016752243042,2,256,0
1,1024,1024,0.0034946058760070603,160.89651489257812,0.004161447752267122,0.384016752243042,2,256,0
2,1024,1024,0.005659654180391009,160.89651489257812,0.005951525876298547,0.384016752243042,2,256,0
3,1024,1024,0.005659654180391009,160.89651489257812,0.005951525876298547,0.384016752243042,2,256,0
4,1024,1024,0.00785009617668779,160.89651489257812,0.00780111737549305,0.384016752243042,2,256,0
0,1024,1024,0.0018594973294331352,162.59259915351868,0.0025491139385849237,0.40048694610595703,2,256,0
1,1024,1024,0.0033932115621879075,162.59259915351868,0.004010645090602338,0.40048694610595703,2,256,0
2,1024,1024,0.005465876426369921,162.59259915351868,0.006595353479497135,0.40048694610595703,2,256,0
3,1024,1024,0.005465876426369921,162.59259915351868,0.006595353479497135,0.40048694610595703,2,256,0
4,1024,1024,0.0076043922633502615,162.59259915351868,0.008706828695721924,0.40048694610595703,2,256,0
0,1024,1024,0.0021101958918351114,161.43435764312744,0.0019388599321246147,0.39644694328308105,2,256,0
1,1024,1024,0.0036689543537184715,161.43435764312744,0.002898112405091524,0.39644694328308105,2,256,0
2,1024,1024,0.005736849447257284,161.43435764312744,0.0046158970799297094,0.39644694328308105,2,256,0
3,1024,1024,0.005736849447257284,161.43435764312744,0.0046158970799297094,0.39644694328308105,2,256,0
4,1024,1024,0.007765984705336524,161.43435764312744,0.007044264581054449,0.39644694328308105,2,256,0
0,1024,1024,0.0018379664248578398,164.6769368648529,0.0016167010180652142,0.39821505546569824,2,256,0
1,1024,1024,0.00335733703097165,164.6769368648529,0.002957066986709833,0.39821505546569824,2,256,0
2,1024,1024,0.00552588106309126,164.6769368648529,0.005033866735175252,0.39821505546569824,2,256,0
3,1024,1024,0.00552588106309126,164.6769368648529,0.005033866735175252,0.39821505546569824,2,256,0
4,1024,1024,0.0075314498274293455,164.6769368648529,0.007405264535918832,0.39821505546569824,2,256,0
0,1024,1024,0.001964475130972524,171.73552894592285,0.0023478148505091667,0.44203972816467285,2,256,0
